"TIME","GEO","AGE","SEX","INDIC_IL","UNIT","Value","Flag and Footnotes"
"2012","European Union - 27 countries (2007-2013)","60 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union - 27 countries (2007-2013)","Less than 65 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union - 27 countries (2007-2013)","From 65 to 74 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union - 27 countries (2007-2013)","65 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union - 27 countries (2007-2013)","Less than 75 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union - 27 countries (2007-2013)","75 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union - 15 countries (1995-2004)","Total","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union - 15 countries (1995-2004)","Less than 6 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union - 15 countries (1995-2004)","From 6 to 10 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union - 15 countries (1995-2004)","From 6 to 11 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union - 15 countries (1995-2004)","From 11 to 15 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union - 15 countries (1995-2004)","From 12 to 17 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union - 15 countries (1995-2004)","Less than 16 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union - 15 countries (1995-2004)","From 16 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union - 15 countries (1995-2004)","From 16 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union - 15 countries (1995-2004)","16 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union - 15 countries (1995-2004)","Less than 18 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union - 15 countries (1995-2004)","From 18 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union - 15 countries (1995-2004)","From 18 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union - 15 countries (1995-2004)","18 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union - 15 countries (1995-2004)","From 25 to 49 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union - 15 countries (1995-2004)","From 25 to 54 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union - 15 countries (1995-2004)","From 50 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union - 15 countries (1995-2004)","From 55 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union - 15 countries (1995-2004)","Less than 60 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union - 15 countries (1995-2004)","60 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union - 15 countries (1995-2004)","Less than 65 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union - 15 countries (1995-2004)","From 65 to 74 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union - 15 countries (1995-2004)","65 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union - 15 countries (1995-2004)","Less than 75 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union - 15 countries (1995-2004)","75 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Less than 6 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","From 6 to 10 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","From 6 to 11 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","From 11 to 15 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","From 12 to 17 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Less than 16 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","From 16 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","From 16 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","16 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Less than 18 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","From 18 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","From 18 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","18 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","From 25 to 49 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","From 25 to 54 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","From 50 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","From 55 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Less than 60 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","60 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Less than 65 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","From 65 to 74 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","65 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Less than 75 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","75 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (19 countries)","Total","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (19 countries)","Less than 6 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (19 countries)","From 6 to 10 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (19 countries)","From 6 to 11 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (19 countries)","From 11 to 15 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (19 countries)","From 12 to 17 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (19 countries)","Less than 16 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (19 countries)","From 16 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (19 countries)","From 16 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (19 countries)","16 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (19 countries)","Less than 18 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (19 countries)","From 18 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (19 countries)","From 18 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (19 countries)","18 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (19 countries)","From 25 to 49 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (19 countries)","From 25 to 54 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (19 countries)","From 50 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (19 countries)","From 55 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (19 countries)","Less than 60 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (19 countries)","60 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (19 countries)","Less than 65 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (19 countries)","From 65 to 74 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (19 countries)","65 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (19 countries)","Less than 75 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (19 countries)","75 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (18 countries)","Total","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (18 countries)","Less than 6 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (18 countries)","From 6 to 10 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (18 countries)","From 6 to 11 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (18 countries)","From 11 to 15 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (18 countries)","From 12 to 17 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (18 countries)","Less than 16 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (18 countries)","From 16 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (18 countries)","From 16 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (18 countries)","16 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (18 countries)","Less than 18 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (18 countries)","From 18 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (18 countries)","From 18 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (18 countries)","18 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (18 countries)","From 25 to 49 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (18 countries)","From 25 to 54 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (18 countries)","From 50 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (18 countries)","From 55 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (18 countries)","Less than 60 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (18 countries)","60 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (18 countries)","Less than 65 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (18 countries)","From 65 to 74 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (18 countries)","65 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (18 countries)","Less than 75 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (18 countries)","75 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Belgium","Total","Total","Median equivalised net income","Purchasing power standard (PPS)","18,396",""
"2012","Belgium","Less than 6 years","Total","Median equivalised net income","Purchasing power standard (PPS)","18,586",""
"2012","Belgium","From 6 to 10 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Belgium","From 6 to 11 years","Total","Median equivalised net income","Purchasing power standard (PPS)","18,080",""
"2012","Belgium","From 11 to 15 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Belgium","From 12 to 17 years","Total","Median equivalised net income","Purchasing power standard (PPS)","17,041",""
"2012","Belgium","Less than 16 years","Total","Median equivalised net income","Purchasing power standard (PPS)","18,113",""
"2012","Belgium","From 16 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","17,874",""
"2012","Belgium","From 16 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","19,655",""
"2012","Belgium","16 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","18,439",""
"2012","Belgium","Less than 18 years","Total","Median equivalised net income","Purchasing power standard (PPS)","17,867",""
"2012","Belgium","From 18 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","18,495",""
"2012","Belgium","From 18 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","19,823",""
"2012","Belgium","18 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","18,495",""
"2012","Belgium","From 25 to 49 years","Total","Median equivalised net income","Purchasing power standard (PPS)","20,232",""
"2012","Belgium","From 25 to 54 years","Total","Median equivalised net income","Purchasing power standard (PPS)","20,359",""
"2012","Belgium","From 50 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","19,871",""
"2012","Belgium","From 55 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","18,951",""
"2012","Belgium","Less than 60 years","Total","Median equivalised net income","Purchasing power standard (PPS)","19,402",""
"2012","Belgium","60 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","14,975",""
"2012","Belgium","Less than 65 years","Total","Median equivalised net income","Purchasing power standard (PPS)","19,289",""
"2012","Belgium","From 65 to 74 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Belgium","65 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","14,332",""
"2012","Belgium","Less than 75 years","Total","Median equivalised net income","Purchasing power standard (PPS)","18,870",""
"2012","Belgium","75 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","13,490",""
"2012","Bulgaria","Total","Total","Median equivalised net income","Purchasing power standard (PPS)","5,697",""
"2012","Bulgaria","Less than 6 years","Total","Median equivalised net income","Purchasing power standard (PPS)","5,378",""
"2012","Bulgaria","From 6 to 10 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Bulgaria","From 6 to 11 years","Total","Median equivalised net income","Purchasing power standard (PPS)","5,300",""
"2012","Bulgaria","From 11 to 15 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Bulgaria","From 12 to 17 years","Total","Median equivalised net income","Purchasing power standard (PPS)","5,117",""
"2012","Bulgaria","Less than 16 years","Total","Median equivalised net income","Purchasing power standard (PPS)","5,325",""
"2012","Bulgaria","From 16 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","5,591",""
"2012","Bulgaria","From 16 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","6,196",""
"2012","Bulgaria","16 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","5,760",""
"2012","Bulgaria","Less than 18 years","Total","Median equivalised net income","Purchasing power standard (PPS)","5,228",""
"2012","Bulgaria","From 18 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","5,807",""
"2012","Bulgaria","From 18 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","6,228",""
"2012","Bulgaria","18 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","5,786",""
"2012","Bulgaria","From 25 to 49 years","Total","Median equivalised net income","Purchasing power standard (PPS)","6,218",""
"2012","Bulgaria","From 25 to 54 years","Total","Median equivalised net income","Purchasing power standard (PPS)","6,301",""
"2012","Bulgaria","From 50 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","6,357",""
"2012","Bulgaria","From 55 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","6,228",""
"2012","Bulgaria","Less than 60 years","Total","Median equivalised net income","Purchasing power standard (PPS)","5,997",""
"2012","Bulgaria","60 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","4,744",""
"2012","Bulgaria","Less than 65 years","Total","Median equivalised net income","Purchasing power standard (PPS)","5,982",""
"2012","Bulgaria","From 65 to 74 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Bulgaria","65 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","4,405",""
"2012","Bulgaria","Less than 75 years","Total","Median equivalised net income","Purchasing power standard (PPS)","5,829",""
"2012","Bulgaria","75 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","4,088",""
"2012","Czechia","Total","Total","Median equivalised net income","Purchasing power standard (PPS)","10,313",""
"2012","Czechia","Less than 6 years","Total","Median equivalised net income","Purchasing power standard (PPS)","10,145",""
"2012","Czechia","From 6 to 10 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Czechia","From 6 to 11 years","Total","Median equivalised net income","Purchasing power standard (PPS)","9,791",""
"2012","Czechia","From 11 to 15 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Czechia","From 12 to 17 years","Total","Median equivalised net income","Purchasing power standard (PPS)","9,150",""
"2012","Czechia","Less than 16 years","Total","Median equivalised net income","Purchasing power standard (PPS)","9,864",""
"2012","Czechia","From 16 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","9,986",""
"2012","Czechia","From 16 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","10,959",""
"2012","Czechia","16 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","10,399",""
"2012","Czechia","Less than 18 years","Total","Median equivalised net income","Purchasing power standard (PPS)","9,696",""
"2012","Czechia","From 18 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","10,217",""
"2012","Czechia","From 18 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","11,016",""
"2012","Czechia","18 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","10,449",""
"2012","Czechia","From 25 to 49 years","Total","Median equivalised net income","Purchasing power standard (PPS)","11,229",""
"2012","Czechia","From 25 to 54 years","Total","Median equivalised net income","Purchasing power standard (PPS)","11,278",""
"2012","Czechia","From 50 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","11,083",""
"2012","Czechia","From 55 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","10,860",""
"2012","Czechia","Less than 60 years","Total","Median equivalised net income","Purchasing power standard (PPS)","10,754",""
"2012","Czechia","60 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","9,304",""
"2012","Czechia","Less than 65 years","Total","Median equivalised net income","Purchasing power standard (PPS)","10,711",""
"2012","Czechia","From 65 to 74 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Czechia","65 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","8,957",""
"2012","Czechia","Less than 75 years","Total","Median equivalised net income","Purchasing power standard (PPS)","10,502",""
"2012","Czechia","75 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","8,611",""
"2012","Denmark","Total","Total","Median equivalised net income","Purchasing power standard (PPS)","19,228",""
"2012","Denmark","Less than 6 years","Total","Median equivalised net income","Purchasing power standard (PPS)","20,041",""
"2012","Denmark","From 6 to 10 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Denmark","From 6 to 11 years","Total","Median equivalised net income","Purchasing power standard (PPS)","19,103",""
"2012","Denmark","From 11 to 15 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Denmark","From 12 to 17 years","Total","Median equivalised net income","Purchasing power standard (PPS)","18,867",""
"2012","Denmark","Less than 16 years","Total","Median equivalised net income","Purchasing power standard (PPS)","19,416",""
"2012","Denmark","From 16 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","15,730",""
"2012","Denmark","From 16 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","20,483",""
"2012","Denmark","16 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","19,167",""
"2012","Denmark","Less than 18 years","Total","Median equivalised net income","Purchasing power standard (PPS)","19,380",""
"2012","Denmark","From 18 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","14,225",""
"2012","Denmark","From 18 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","20,603",""
"2012","Denmark","18 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","19,182",""
"2012","Denmark","From 25 to 49 years","Total","Median equivalised net income","Purchasing power standard (PPS)","20,483",""
"2012","Denmark","From 25 to 54 years","Total","Median equivalised net income","Purchasing power standard (PPS)","21,040",""
"2012","Denmark","From 50 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","23,003",""
"2012","Denmark","From 55 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","22,454",""
"2012","Denmark","Less than 60 years","Total","Median equivalised net income","Purchasing power standard (PPS)","20,214",""
"2012","Denmark","60 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","16,224",""
"2012","Denmark","Less than 65 years","Total","Median equivalised net income","Purchasing power standard (PPS)","20,233",""
"2012","Denmark","From 65 to 74 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Denmark","65 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","15,127",""
"2012","Denmark","Less than 75 years","Total","Median equivalised net income","Purchasing power standard (PPS)","19,817",""
"2012","Denmark","75 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","14,182",""
"2012","Germany (until 1990 former territory of the FRG)","Total","Total","Median equivalised net income","Purchasing power standard (PPS)","19,208",""
"2012","Germany (until 1990 former territory of the FRG)","Less than 6 years","Total","Median equivalised net income","Purchasing power standard (PPS)","18,163",""
"2012","Germany (until 1990 former territory of the FRG)","From 6 to 10 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Germany (until 1990 former territory of the FRG)","From 6 to 11 years","Total","Median equivalised net income","Purchasing power standard (PPS)","18,401",""
"2012","Germany (until 1990 former territory of the FRG)","From 11 to 15 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Germany (until 1990 former territory of the FRG)","From 12 to 17 years","Total","Median equivalised net income","Purchasing power standard (PPS)","18,053",""
"2012","Germany (until 1990 former territory of the FRG)","Less than 16 years","Total","Median equivalised net income","Purchasing power standard (PPS)","18,114",""
"2012","Germany (until 1990 former territory of the FRG)","From 16 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","18,787",""
"2012","Germany (until 1990 former territory of the FRG)","From 16 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","20,152",""
"2012","Germany (until 1990 former territory of the FRG)","16 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","19,400",""
"2012","Germany (until 1990 former territory of the FRG)","Less than 18 years","Total","Median equivalised net income","Purchasing power standard (PPS)","18,226",""
"2012","Germany (until 1990 former territory of the FRG)","From 18 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","18,802",""
"2012","Germany (until 1990 former territory of the FRG)","From 18 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","20,230",""
"2012","Germany (until 1990 former territory of the FRG)","18 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","19,416",""
"2012","Germany (until 1990 former territory of the FRG)","From 25 to 49 years","Total","Median equivalised net income","Purchasing power standard (PPS)","20,727",""
"2012","Germany (until 1990 former territory of the FRG)","From 25 to 54 years","Total","Median equivalised net income","Purchasing power standard (PPS)","20,988",""
"2012","Germany (until 1990 former territory of the FRG)","From 50 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","20,279",""
"2012","Germany (until 1990 former territory of the FRG)","From 55 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","19,104",""
"2012","Germany (until 1990 former territory of the FRG)","Less than 60 years","Total","Median equivalised net income","Purchasing power standard (PPS)","19,921",""
"2012","Germany (until 1990 former territory of the FRG)","60 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","17,378",""
"2012","Germany (until 1990 former territory of the FRG)","Less than 65 years","Total","Median equivalised net income","Purchasing power standard (PPS)","19,771",""
"2012","Germany (until 1990 former territory of the FRG)","From 65 to 74 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Germany (until 1990 former territory of the FRG)","65 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","17,378",""
"2012","Germany (until 1990 former territory of the FRG)","Less than 75 years","Total","Median equivalised net income","Purchasing power standard (PPS)","19,402",""
"2012","Germany (until 1990 former territory of the FRG)","75 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","17,590",""
"2012","Estonia","Total","Total","Median equivalised net income","Purchasing power standard (PPS)","7,891",""
"2012","Estonia","Less than 6 years","Total","Median equivalised net income","Purchasing power standard (PPS)","9,662",""
"2012","Estonia","From 6 to 10 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Estonia","From 6 to 11 years","Total","Median equivalised net income","Purchasing power standard (PPS)","8,240",""
"2012","Estonia","From 11 to 15 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Estonia","From 12 to 17 years","Total","Median equivalised net income","Purchasing power standard (PPS)","7,441",""
"2012","Estonia","Less than 16 years","Total","Median equivalised net income","Purchasing power standard (PPS)","8,536",""
